exchange,tradingsymbol,name,instrument_token,instrument_type,segment,is_dual_listed
NSE,718WB41-SG,SDL WB 7.18% 2041,6964225,EQ,NSE,False
NSE,718WB45-SG,SDL WB 7.18% 2045,7722497,EQ,NSE,False
NSE,718WB46-SG,SDL WB 7.18% 2046,7723265,EQ,NSE,False
NSE,718WB47-SG,SDL WB 7.18% 2047,7723521,EQ,NSE,False
NSE,719AP34-SG,SDL AP 7.19% 2034,5157633,EQ,NSE,False
NSE,719AP38-SG,SDL AP 7.19% 2038,1281281,EQ,NSE,False
NSE,719AS34-SG,SDL AS 7.19% 2034,7376129,EQ,NSE,False
NSE,719BR45-SG,SDL BR 7.19% 2045,7555585,EQ,NSE,False
NSE,719CG35-SG,SDL CG 7.19% 2035,7660033,EQ,NSE,False
NSE,719GS2060-GS,GOI LOAN 7.19% 2060,4729345,EQ,NSE,False
NSE,719HR37-SG,SDL HR 7.19% 2037,6962945,EQ,NSE,False
NSE,719JK29-SG,SDL JK 7.19% 2029,5365505,EQ,NSE,False
NSE,719KA39-SG,SDL KA 7.19% 2039,708609,EQ,NSE,False
NSE,719KA40-SG,SDL KA 7.19% 2040,709377,EQ,NSE,False
NSE,719KL51-SG,SDL KL 7.19% 2051,1402625,EQ,NSE,False
NSE,719MH40-SG,SDL MH 7.19% 2040,7662593,EQ,NSE,False
NSE,719ML41-SG,SDL ML 7.19% 2041,1253121,EQ,NSE,False
NSE,719MP38-SG,SDL MP 7.19% 2038,6963201,EQ,NSE,False
NSE,719MP40-SG,SDL MP 7.19% 2040,5623553,EQ,NSE,False
NSE,719OR35-SG,SDL OR 7.19% 2035,7659265,EQ,NSE,False
NSE,719OR40-SG,SDL OR 7.19% 2040,7663361,EQ,NSE,False
NSE,719PN37-SG,SDL PN 7.19% 2037,1974785,EQ,NSE,False
NSE,719PN40-SG,SDL PN 7.19% 2040,193992705,EQ,NSE,False
NSE,719PN45-SG,SDL PN 7.19% 2045,7555841,EQ,NSE,False
NSE,719PN49-SG,SDL PN 7.19% 2049,194025985,EQ,NSE,False
NSE,719RJ35-SG,SDL RJ 7.19% 2035,7704833,EQ,NSE,False
NSE,719SK31-SG,SDL SK 7.19% 2031,610305,EQ,NSE,False
NSE,719TN30-SG,SDL TN 7.19% 2030,5664001,EQ,NSE,False
NSE,719TN32-SG,SDL TN 7.19% 2032,2173697,EQ,NSE,False
NSE,719TN32A-SG,SDL TN 7.19% 2032,6427137,EQ,NSE,False
NSE,719TN33-SG,SDL TN 7.19% 2033,194350593,EQ,NSE,False
NSE,719TN34-SG,SDL TN 7.19% 2034,6373121,EQ,NSE,False
NSE,719TN35-SG,SDL TN 7.19% 2035,5660161,EQ,NSE,False
NSE,719TN42-SG,SDL TN 7.19% 2042,2134273,EQ,NSE,False
NSE,719TS44-SG,SDL TS 7.19% 2044,194097665,EQ,NSE,False
NSE,719TS46-SG,SDL TS 7.19% 2046,7556097,EQ,NSE,False
NSE,719TS49-SG,SDL TS 7.19% 2049,194098177,EQ,NSE,False
NSE,719UP29-SG,SDL UP 7.19% 2029,5655553,EQ,NSE,False
NSE,719UP31-SG,SDL UP 7.19% 2031,653313,EQ,NSE,False
NSE,719UP36-SG,SDL UP 7.19% 2036,6962689,EQ,NSE,False
NSE,719WB29-SG,SDL WB 7.19% 2029,5669889,EQ,NSE,False
NSE,719WB36-SG,SDL WB 7.19% 2036,707073,EQ,NSE,False
NSE,71AP37-SG,SDL AP 7.1% 2037,120065,EQ,NSE,False
NSE,71AS45-SG,SDL AS 7.1% 2045,7794433,EQ,NSE,False
NSE,71GS2034-GS,GOI LOAN  7.1% 2034,6006529,EQ,NSE,False
NSE,71HP40-SG,SDL HP 7.1% 2040,7793153,EQ,NSE,False
NSE,71JK30-SG,SDL JK 7.1% 2030,5124609,EQ,NSE,False
NSE,71JK33-SG,SDL JK 7.1% 2033,1252865,EQ,NSE,False
NSE,71JK33A-SG,SDL JK 7.1% 2033,1367553,EQ,NSE,False
NSE,71KA32-SG,SDL KA 7.1% 2032,1969409,EQ,NSE,False
NSE,71KA32A-SG,SDL KA 7.1% 2032,6596097,EQ,NSE,False
NSE,71KL34-SG,SDL KL 7.1% 2034,6579713,EQ,NSE,False
NSE,71KL43-SG,SDL KL 7.1% 2043,7793921,EQ,NSE,False
NSE,71KL45-SG,SDL KL 7.1% 2045,193974785,EQ,NSE,False
NSE,71MH32-SG,SDL MH 7.1% 2032,80129,EQ,NSE,False
NSE,71MH32A-SG,SDL MH 7.1% 2032,6595585,EQ,NSE,False
NSE,71MH33-SG,SDL MH 7.1% 2033,6490113,EQ,NSE,False
NSE,71MH36-SG,SDL MH 7.1% 2036,1339393,EQ,NSE,False
NSE,71MN40-SG,SDL MN 7.1% 2040,193974273,EQ,NSE,False
NSE,71NL35-SG,SDL NL 7.1% 2035,7790593,EQ,NSE,False
NSE,71PN45-SG,SDL PN 7.1% 2045,7794689,EQ,NSE,False
NSE,71RJ34-SG,SDL RJ 7.1% 2034,6526465,EQ,NSE,False
NSE,71RJ43-SG,SDL RJ 7.1% 2043,7794177,EQ,NSE,False
NSE,71SK35-SG,SDL SK 7.1% 2035,7791361,EQ,NSE,False
NSE,71TN32-SG,SDL TN 7.1% 2032,2122753,EQ,NSE,False
NSE,71TN32A-SG,SDL TN 7.1% 2032,6959617,EQ,NSE,False
NSE,71TN34-SG,SDL TN 7.1% 2034,6490625,EQ,NSE,False
NSE,71TS55-SG,SDL TS 7.1% 2055,193904641,EQ,NSE,False
NSE,71WB30-SG,SDL WB 7.1% 2030,5670657,EQ,NSE,False
NSE,71WB45-SG,SDL WB 7.1% 2045,7794945,EQ,NSE,False
NSE,71WB46-SG,SDL WB 7.1% 2046,7795201,EQ,NSE,False
NSE,71WB47-SG,SDL WB 7.1% 2047,7795457,EQ,NSE,False
NSE,71WB50-SG,SDL WB 7.1% 2050,193934081,EQ,NSE,False
NSE,71WB51-SG,SDL WB 7.1% 2051,193934337,EQ,NSE,False
NSE,720AR30-SG,SDL AR 7.20% 2030,5252609,EQ,NSE,False
NSE,720AS30-SG,SDL AS 7.20% 2030,5211649,EQ,NSE,False
NSE,720MH34-SG,SDL MH 7.20% 2034,6402561,EQ,NSE,False
NSE,720ML30-SG,SDL ML 7.20% 2030,5634561,EQ,NSE,False
NSE,720MZ30-SG,SDL MZ 7.20% 2030,5635841,EQ,NSE,False
NSE,721AP31-SG,SDL AP 7.21% 2031,5267201,EQ,NSE,False
NSE,721BR33-SG,SDL BR 7.21% 2033,6454785,EQ,NSE,False
NSE,721GJ35-SG,SDL GJ 7.21% 2035,7681281,EQ,NSE,False
NSE,721KA32-SG,SDL KA 7.21% 2032,2051073,EQ,NSE,False
NSE,721MH35-SG,SDL MH 7.21% 2035,6370561,EQ,NSE,False
NSE,721MP34-SG,SDL MP 7.21% 2034,5626113,EQ,NSE,False
NSE,721PY28-SG,SDL PY 7.21% 2028,5638145,EQ,NSE,False
NSE,721RJ32-SG,SDL RJ 7.21% 2032,2051329,EQ,NSE,False
NSE,721TN32-SG,SDL TN 7.21% 2032,7679745,EQ,NSE,False
NSE,721TN34-SG,SDL TN 7.21% 2034,6359297,EQ,NSE,False
NSE,721TR29-SG,SDL TR 7.21% 2029,5667585,EQ,NSE,False
NSE,721TS47-SG,SDL TS 7.21% 2047,194079489,EQ,NSE,False
NSE,721TS48-SG,SDL TS 7.21% 2048,194097921,EQ,NSE,False
NSE,722AP28-SG,SDL AP 7.22% 2028,5639937,EQ,NSE,False
NSE,722AP30-SG,SDL AP 7.22% 2030,5639681,EQ,NSE,False
NSE,722AP31-SG,SDL AP 7.22% 2031,5687041,EQ,NSE,False
NSE,722AP31A-SG,SDL AP 7.22% 2031,5640193,EQ,NSE,False
NSE,722AP34-SG,SDL AP 7.22% 2034,7680257,EQ,NSE,False
NSE,722AP35-SG,SDL AP 7.22% 2035,7680769,EQ,NSE,False
NSE,722AP37-SG,SDL AP 7.22% 2037,613121,EQ,NSE,False
NSE,722AP42-SG,SDL AP 7.22% 2042,1975041,EQ,NSE,False
NSE,722AS29-SG,SDL AS 7.22% 2029,5354241,EQ,NSE,False
NSE,722AS30-SG,SDL AS 7.22% 2030,5337601,EQ,NSE,False
NSE,722BR35-SG,SDL BR 7.22% 2035,7457793,EQ,NSE,False
NSE,722BR40-SG,SDL BR 7.22% 2040,7454977,EQ,NSE,False
NSE,722BR40A-SG,SDL BR 7.22% 2040,194096641,EQ,NSE,False
NSE,722GA29-SG,SDL GA 7.22% 2029,5354497,EQ,NSE,False
NSE,722GJ28-SG,SDL GJ 7.22% 2028,4295937,EQ,NSE,False
NSE,722GJ35-SG,SDL GJ 7.22% 2035,7451393,EQ,NSE,False
NSE,722HP39-SG,SDL HP 7.22% 2039,6455041,EQ,NSE,False
NSE,722HR38-SG,SDL HR 7.22% 2038,7454721,EQ,NSE,False
NSE,722HR38A-SG,SDL HR 7.22% 2038,7661569,EQ,NSE,False
NSE,722JK32-SG,SDL JK 7.22% 2032,7698433,EQ,NSE,False
NSE,722KA32-SG,SDL KA 7.22% 2032,7679233,EQ,NSE,False
NSE,722KA35-SG,SDL KA 7.22% 2035,1972993,EQ,NSE,False
NSE,722KA35A-SG,SDL KA 7.22% 2035,7682049,EQ,NSE,False
NSE,722KA36-SG,SDL KA 7.22% 2036,7453185,EQ,NSE,False
NSE,722KA38-SG,SDL KA 7.22% 2038,613889,EQ,NSE,False
NSE,722KA38A-SG,SDL KA 7.22% 2038,659969,EQ,NSE,False
NSE,722KL59-SG,SDL KL 7.22% 2059,6401281,EQ,NSE,False
NSE,722MH34-SG,SDL MH 7.22% 2034,6336513,EQ,NSE,False
NSE,722MH45-SG,SDL MH 7.22% 2045,6371841,EQ,NSE,False
NSE,722MH49-SG,SDL MH 7.22% 2049,6399233,EQ,NSE,False
NSE,722MH50-SG,SDL MH 7.22% 2050,6372097,EQ,NSE,False
NSE,722MP42-SG,SDL MP 7.22% 2042,7702017,EQ,NSE,False
NSE,722MP43-SG,SDL MP 7.22% 2043,194097409,EQ,NSE,False
NSE,722MP45-SG,SDL MP 7.22% 2045,6398465,EQ,NSE,False
NSE,722MP48-SG,SDL MP 7.22% 2048,194095873,EQ,NSE,False
NSE,722OR36-SG,SDL OR 7.22% 2036,7682561,EQ,NSE,False
NSE,722PN32-SG,SDL PN 7.22% 2032,5604609,EQ,NSE,False
NSE,722RJ32-SG,SDL RJ 7.22% 2032,2173953,EQ,NSE,False
NSE,722RJ34-SG,SDL RJ 7.22% 2034,6402817,EQ,NSE,False
NSE,722RJ35-SG,SDL RJ 7.22% 2035,7681537,EQ,NSE,False
NSE,722RJ41-SG,SDL RJ 7.22% 2041,617729,EQ,NSE,False
NSE,722TN33-SG,SDL TN 7.22% 2033,7680001,EQ,NSE,False
NSE,722TN35-SG,SDL TN 7.22% 2035,7451649,EQ,NSE,False
NSE,722TN54-SG,SDL TN 7.22% 2054,6400257,EQ,NSE,False
NSE,722TN54A-SG,SDL TN 7.22% 2054,6455553,EQ,NSE,False
NSE,722TS38-SG,SDL TS 7.22% 2038,6454529,EQ,NSE,False
NSE,722UP30-SG,SDL UP 7.22% 2030,5654785,EQ,NSE,False
NSE,723AP34-SG,SDL AP 7.23% 2034,6427393,EQ,NSE,False
NSE,723AP46-SG,SDL AP 7.23% 2046,6398721,EQ,NSE,False
NSE,723GA32-SG,SDL GA 7.23% 2032,2014977,EQ,NSE,False
NSE,723GA34-SG,SDL GA 7.23% 2034,6402305,EQ,NSE,False
NSE,723GJ27-SG,SDL GJ 7.23% 2027,6168577,EQ,NSE,False
NSE,723GS2039-GS,GOI LOAN  7.23% 2039,6020609,EQ,NSE,False
NSE,723HR39-SG,SDL HR 7.23% 2039,7700737,EQ,NSE,False
NSE,723JK51-SG,SDL JK 7.23% 2051,6372353,EQ,NSE,False
NSE,723JK54-SG,SDL JK 7.23% 2054,6400001,EQ,NSE,False
NSE,723KA28-SG,SDL KA 7.23% 2028,5557761,EQ,NSE,False
NSE,723KL45-SG,SDL KL 7.23% 2045,6455297,EQ,NSE,False
NSE,723MH35-SG,SDL MH 7.23% 2035,6423041,EQ,NSE,False
NSE,723MH40-SG,SDL MH 7.23% 2040,6371329,EQ,NSE,False
NSE,723MH41-SG,SDL MH 7.23% 2041,7455489,EQ,NSE,False
NSE,723MN32-SG,SDL MN 7.23% 2032,2010881,EQ,NSE,False
NSE,723MP42-SG,SDL MP 7.23% 2042,193992961,EQ,NSE,False
NSE,723MP47-SG,SDL MP 7.23% 2047,7702273,EQ,NSE,False
NSE,723MZ38-SG,SDL MZ 7.23% 2038,6455809,EQ,NSE,False
NSE,723MZ40-SG,SDL MZ 7.23% 2040,7455233,EQ,NSE,False
NSE,723OR47-SG,SDL OR 7.23% 2047,7704577,EQ,NSE,False
NSE,723PN31-SG,SDL PN 7.23% 2031,654593,EQ,NSE,False
NSE,723PN37-SG,SDL PN 7.23% 2037,7453441,EQ,NSE,False
NSE,723RJ33-SG,SDL RJ 7.23% 2033,6402049,EQ,NSE,False
NSE,723RJ38-SG,SDL RJ 7.23% 2038,7705089,EQ,NSE,False
NSE,723RJ46-SG,SDL RJ 7.23% 2046,6398977,EQ,NSE,False
NSE,723TN32-SG,SDL TN 7.23% 2032,2194689,EQ,NSE,False
NSE,723TN34-SG,SDL TN 7.23% 2034,6336769,EQ,NSE,False
NSE,723TN55-SG,SDL TN 7.23% 2055,7701249,EQ,NSE,False
NSE,723TS49-SG,SDL TS 7.23% 2049,7699713,EQ,NSE,False
NSE,723TS52-SG,SDL TS 7.23% 2052,7705601,EQ,NSE,False
NSE,723TS53-SG,SDL TS 7.23% 2053,7700225,EQ,NSE,False
NSE,723UK32-SG,SDL UK 7.23% 2032,7699201,EQ,NSE,False
NSE,723WB30-SG,SDL WB 7.23% 2030,5669633,EQ,NSE,False
NSE,723WB32-SG,SDL WB 7.23% 2032,2011393,EQ,NSE,False
NSE,723WB41-SG,SDL WB 7.23% 2041,617985,EQ,NSE,False
NSE,723WB49-SG,SDL WB 7.23% 2049,6399489,EQ,NSE,False
NSE,724AP33-SG,SDL AP 7.24% 2033,5540865,EQ,NSE,False
NSE,724AP35-SG,SDL AP 7.24% 2035,5541121,EQ,NSE,False
NSE,724AP36-SG,SDL AP 7.24% 2036,6403073,EQ,NSE,False
NSE,724AP38-SG,SDL AP 7.24% 2038,1974017,EQ,NSE,False
NSE,724AR45-SG,SDL AR 7.24% 2045,7699969,EQ,NSE,False
NSE,724AS30-SG,SDL AS 7.24% 2030,5354753,EQ,NSE,False
NSE,724AS31-SG,SDL AS 7.24% 2031,611585,EQ,NSE,False
NSE,724AS45-SG,SDL AS 7.24% 2045,7705857,EQ,NSE,False
NSE,724BR31-SG,SDL BR 7.24% 2031,194284801,EQ,NSE,False
NSE,724BR32-SG,SDL BR 7.24% 2032,2014721,EQ,NSE,False
NSE,724BR33-SG,SDL BR 7.24% 2033,6372865,EQ,NSE,False
NSE,724BR37-SG,SDL BR 7.24% 2037,7660801,EQ,NSE,False
NSE,724GJ29-SG,SDL GJ 7.24% 2029,5419265,EQ,NSE,False
NSE,724GR2033-GS,GOI LOAN 7.24% 2033,5234689,EQ,NSE,False
NSE,724GS2055-GS,GOI LOAN  7.24% 2055,194220545,EQ,NSE,False
NSE,724HR29-SG,SDL HR 7.24% 2029,5252865,EQ,NSE,False
NSE,724HR36-SG,SDL HR 7.24% 2036,6370817,EQ,NSE,False
NSE,724HR36A-SG,SDL HR 7.24% 2036,6403329,EQ,NSE,False
NSE,724JK36-SG,SDL JK 7.24% 2036,656129,EQ,NSE,False
NSE,724KA37-SG,SDL KA 7.24% 2037,688897,EQ,NSE,False
NSE,724KA38-SG,SDL KA 7.24% 2038,689409,EQ,NSE,False
NSE,724KL40-SG,SDL KL 7.24% 2040,6424833,EQ,NSE,False
NSE,724KL41-SG,SDL KL 7.24% 2041,194097153,EQ,NSE,False
NSE,724KL43-SG,SDL KL 7.24% 2043,7700993,EQ,NSE,False
NSE,724KL44-SG,SDL KL 7.24% 2044,7456257,EQ,NSE,False
NSE,724MH34-SG,SDL MH 7.24% 2034,194264577,EQ,NSE,False
NSE,724MH39-SG,SDL MH 7.24% 2039,6397441,EQ,NSE,False
NSE,724MH40-SG,SDL MH 7.24% 2040,6425089,EQ,NSE,False
NSE,724MH44-SG,SDL MH 7.24% 2044,7456001,EQ,NSE,False
NSE,724MP45-SG,SDL MP 7.24% 2045,194079233,EQ,NSE,False
NSE,724RJ32-SG,SDL RJ 7.24% 2032,2022145,EQ,NSE,False
NSE,724RJ32A-SG,SDL RJ 7.24% 2032,2082817,EQ,NSE,False
NSE,724RJ32B-SG,SDL RJ 7.24% 2032,2194945,EQ,NSE,False
NSE,724RJ34-SG,SDL RJ 7.24% 2034,6427905,EQ,NSE,False
NSE,724RJ36-SG,SDL RJ 7.24% 2036,655361,EQ,NSE,False
NSE,724SK32-SG,SDL SK 7.24% 2032,2174209,EQ,NSE,False
NSE,724TN30-SG,SDL TN 7.24% 2030,6314241,EQ,NSE,False
NSE,724TN32-SG,SDL TN 7.24% 2032,2023425,EQ,NSE,False
NSE,724TN51-SG,SDL TN 7.24% 2051,1303297,EQ,NSE,False
NSE,724TS51-SG,SDL TS 7.24% 2051,1291521,EQ,NSE,False
NSE,724UP32-SG,SDL UP 7.24% 2032,2011137,EQ,NSE,False
NSE,724UP40-SG,SDL UP 7.24% 2040,7698177,EQ,NSE,False
NSE,724WB42-SG,SDL WB 7.24% 2042,6371585,EQ,NSE,False
NSE,725AP37-SG,SDL AP 7.25% 2037,6424321,EQ,NSE,False
NSE,725AP44-SG,SDL AP 7.25% 2044,6425345,EQ,NSE,False
NSE,725AP47-SG,SDL AP 7.25% 2047,6426625,EQ,NSE,False
NSE,725AS44-SG,SDL AS 7.25% 2044,6425601,EQ,NSE,False
NSE,725BR33-SG,SDL BR 7.25% 2033,6401793,EQ,NSE,False
NSE,725GA35-SG,SDL GA 7.25% 2035,6422785,EQ,NSE,False
NSE,725GJ26-SG,SDL GJ 7.25% 2026,5786369,EQ,NSE,False
NSE,725GJ32-SG,SDL GJ 7.25% 2032,2138625,EQ,NSE,False
NSE,725GJ34-SG,SDL GJ 7.25% 2034,194231297,EQ,NSE,False
NSE,725GR2028-GS,GOI LOAN   7.25% 2028,5158657,EQ,NSE,False
NSE,725GS2063-GS,GOI LOAN  7.25% 2063,4283649,EQ,NSE,False
NSE,725HP33-SG,SDL HP 7.25% 2033,6336257,EQ,NSE,False
NSE,725HR32-SG,SDL HR 7.25% 2032,2138881,EQ,NSE,False
NSE,725HR36-SG,SDL HR 7.25% 2036,6424065,EQ,NSE,False
NSE,725HR39-SG,SDL HR 7.25% 2039,6371073,EQ,NSE,False
NSE,725MH44-SG,SDL MH 7.25% 2044,6398209,EQ,NSE,False
NSE,725MH45-SG,SDL MH 7.25% 2045,6425857,EQ,NSE,False
NSE,725ML34-SG,SDL ML 7.25% 2034,6427649,EQ,NSE,False
NSE,725MZ34-SG,SDL MZ 7.25% 2034,2139905,EQ,NSE,False
NSE,725OR33-SG,SDL OR 7.25% 2033,194230785,EQ,NSE,False
NSE,725TN27-SG,SDL TN 7.25% 2027,5664513,EQ,NSE,False
NSE,725TN32-SG,SDL TN 7.25% 2032,2139393,EQ,NSE,False
NSE,725TS28-SG,SDL TS 7.25% 2028,5685761,EQ,NSE,False
NSE,725TS38-SG,SDL TS 7.25% 2038,6424577,EQ,NSE,False
NSE,725TS41-SG,SDL TS 7.25% 2041,660737,EQ,NSE,False
NSE,725TS46-SG,SDL TS 7.25% 2046,6426369,EQ,NSE,False
NSE,725UK32-SG,SDL UK 7.25% 2032,2024193,EQ,NSE,False
NSE,725UP39-SG,SDL UP 7.25% 2039,7685377,EQ,NSE,False
NSE,725WB41-SG,SDL WB 7.25% 2041,680193,EQ,NSE,False
NSE,725WB45-SG,SDL WB 7.25% 2045,6426113,EQ,NSE,False
NSE,726AS29-SG,SDL AS 7.26% 2029,5384705,EQ,NSE,False
NSE,726AS39-SG,SDL AS 7.26% 2039,6396929,EQ,NSE,False
NSE,726BR33-SG,SDL BR 7.26% 2033,6359041,EQ,NSE,False
NSE,726GJ29-SG,SDL GJ 7.26% 2029,5384193,EQ,NSE,False
NSE,726GS2029-GS,GOI LOAN 7.26% 2029,2054913,EQ,NSE,False
NSE,726GS2032-GS,GOI LOAN  7.26% 2032,2744833,EQ,NSE,False
NSE,726GS2033-GS,GOI LOAN  7.26% 2033,3597057,EQ,NSE,False
NSE,726HP29-SG,SDL HP 7.26% 2029,4259329,EQ,NSE,False
NSE,726HP35-SG,SDL HP 7.26% 2035,7701505,EQ,NSE,False
NSE,726HR32-SG,SDL HR 7.26% 2032,2195201,EQ,NSE,False
NSE,726HR36-SG,SDL HR 7.26% 2036,6337281,EQ,NSE,False
NSE,726HR39-SG,SDL HR 7.26% 2039,7683585,EQ,NSE,False
NSE,726JH27-SG,SDL JH 7.26% 2027,5682177,EQ,NSE,False
NSE,726KL39-SG,SDL KL 7.26% 2039,6397185,EQ,NSE,False
NSE,726MH30-SG,SDL MH 7.26% 2030,4089089,EQ,NSE,False
NSE,726MH49-SG,SDL MH 7.26% 2049,6339329,EQ,NSE,False
NSE,726MH50-SG,SDL MH 7.26% 2050,6428161,EQ,NSE,False
NSE,726MP35-SG,SDL MP 7.26% 2035,6337025,EQ,NSE,False
NSE,726MP38-SG,SDL MP 7.26% 2038,6396673,EQ,NSE,False
NSE,726MP39-SG,SDL MP 7.26% 2039,7684865,EQ,NSE,False
NSE,726MZ40-SG,SDL MZ 7.26% 2040,194096897,EQ,NSE,False
NSE,726PN36-SG,SDL PN 7.26% 2036,6396161,EQ,NSE,False
NSE,726PN37-SG,SDL PN 7.26% 2037,6396417,EQ,NSE,False
NSE,726TN35-SG,SDL TN 7.26% 2035,194310913,EQ,NSE,False
NSE,726TN55-SG,SDL TN 7.26% 2055,7686401,EQ,NSE,False
NSE,726TS35-SG,SDL TS 7.26% 2035,6359553,EQ,NSE,False
NSE,726UP29-SG,SDL UP 7.26% 2029,5652993,EQ,NSE,False
NSE,726WB34-SG,SDL WB 7.26% 2034,5669377,EQ,NSE,False
NSE,727AP41-SG,SDL AP 7.27% 2041,6397697,EQ,NSE,False
NSE,727AR32-SG,SDL AR 7.27% 2032,2021633,EQ,NSE,False
NSE,727AS29-SG,SDL AS 7.27% 2029,5516801,EQ,NSE,False
NSE,727CG35-SG,SDL CG 7.27% 2035,7681793,EQ,NSE,False
NSE,727GJ31-SG,SDL GJ 7.27% 2031,4030465,EQ,NSE,False
NSE,727GS2026-GS,GOI LOAN 7.27% 2026,2441473,EQ,NSE,False
NSE,727HP35-SG,SDL HP 7.27% 2035,194231553,EQ,NSE,False
NSE,727HR30-SG,SDL HR 7.27% 2030,2392065,EQ,NSE,False
NSE,727JK49-SG,SDL JK 7.27% 2049,6358273,EQ,NSE,False
NSE,727KL59-SG,SDL KL 7.27% 2059,6339585,EQ,NSE,False
NSE,727MH30-SG,SDL MH 7.27% 2030,5617153,EQ,NSE,False
NSE,727MH34-SG,SDL MH 7.27% 2034,6309633,EQ,NSE,False
NSE,727MH36-SG,SDL MH 7.27% 2036,194311425,EQ,NSE,False
NSE,727MH39-SG,SDL MH 7.27% 2039,6337537,EQ,NSE,False
NSE,727MH44-SG,SDL MH 7.27% 2044,6338305,EQ,NSE,False
NSE,727ML32-SG,SDL ML 7.27% 2032,2195457,EQ,NSE,False
NSE,727MN36-SG,SDL MN 7.27% 2036,6395905,EQ,NSE,False
NSE,727MP45-SG,SDL MP 7.27% 2045,7677697,EQ,NSE,False
NSE,727MP48-SG,SDL MP 7.27% 2048,7678209,EQ,NSE,False
NSE,727MZ33-SG,SDL MZ 7.27% 2033,686849,EQ,NSE,False
NSE,727NL35-SG,SDL NL 7.27% 2035,7702529,EQ,NSE,False
NSE,727OR41-SG,SDL OR 7.27% 2041,7686145,EQ,NSE,False
NSE,727PY33-SG,SDL PY 7.27% 2033,7699457,EQ,NSE,False
NSE,727RJ29-SG,SDL RJ 7.27% 2029,5640705,EQ,NSE,False
NSE,727RJ30-SG,SDL RJ 7.27% 2030,5648385,EQ,NSE,False
NSE,727RJ42-SG,SDL RJ 7.27% 2042,6397953,EQ,NSE,False
NSE,727SK32-SG,SDL SK 7.27% 2032,2022401,EQ,NSE,False
NSE,727TN32-SG,SDL TN 7.27% 2032,6309377,EQ,NSE,False
NSE,727TN54-SG,SDL TN 7.27% 2054,6196225,EQ,NSE,False
NSE,727TS47-SG,SDL TS 7.27% 2047,7677953,EQ,NSE,False
NSE,727TS49-SG,SDL TS 7.27% 2049,7678465,EQ,NSE,False
NSE,727UP41-SG,SDL UP 7.27% 2041,7677185,EQ,NSE,False
NSE,728AP36-SG,SDL AP 7.28% 2036,7682305,EQ,NSE,False
NSE,728CG34-SG,SDL CG 7.28% 2034,7680513,EQ,NSE,False
NSE,728GJ29-SG,SDL GJ 7.28% 2029,5430785,EQ,NSE,False
NSE,728HP47-SG,SDL HP 7.28% 2047,194004481,EQ,NSE,False
NSE,728JH36-SG,SDL JH 7.28% 2036,688129,EQ,NSE,False
NSE,728JH37-SG,SDL JH 7.28% 2037,2140161,EQ,NSE,False
NSE,728JK30-SG,SDL JK 7.28% 2030,5541377,EQ,NSE,False
NSE,728JK54-SG,SDL JK 7.28% 2054,6196481,EQ,NSE,False
NSE,728KL30-SG,SDL KL 7.28% 2030,5608449,EQ,NSE,False
NSE,728MP45-SG,SDL MP 7.28% 2045,6338561,EQ,NSE,False
NSE,728SK30-SG,SDL SK 7.28% 2030,5671681,EQ,NSE,False
NSE,728TS35-SG,SDL TS 7.28% 2035,2000641,EQ,NSE,False
NSE,728TS38-SG,SDL TS 7.28% 2038,6359809,EQ,NSE,False
NSE,728TS45-SG,SDL TS 7.28% 2045,6358017,EQ,NSE,False
NSE,728TS46-SG,SDL TS 7.28% 2046,6339073,EQ,NSE,False
NSE,728UP29-SG,SDL UP 7.28% 2029,5657089,EQ,NSE,False
NSE,728UP32-SG,SDL UP 7.28% 2032,2023681,EQ,NSE,False
NSE,728WB39-SG,SDL WB 7.28% 2039,7698945,EQ,NSE,False
NSE,729AP30-SG,SDL AP 7.29% 2030,5540609,EQ,NSE,False
NSE,729AP34-SG,SDL AP 7.29% 2034,2286081,EQ,NSE,False
NSE,729BR30-SG,SDL BR 7.29% 2030,5540353,EQ,NSE,False
NSE,729CG30-SG,SDL CG 7.29% 2030,4259841,EQ,NSE,False
NSE,729GA29-SG,SDL GA 7.29% 2029,5687553,EQ,NSE,False
NSE,729GA29A-SG,SDL GA 7.29% 2029,5689345,EQ,NSE,False
NSE,729GJ32-SG,SDL GJ 7.29% 2032,2222849,EQ,NSE,False
NSE,729GR2033-GS,GOI LOAN  7.29% 2033,3833089,EQ,NSE,False
NSE,729HP31-SG,SDL HP 7.29% 2031,4260097,EQ,NSE,False
NSE,729HR29-SG,SDL HR 7.29% 2029,4152321,EQ,NSE,False
NSE,729JK45-SG,SDL JK 7.29% 2045,6338817,EQ,NSE,False
NSE,729KA34-SG,SDL KA 7.29% 2034,2002689,EQ,NSE,False
NSE,729KA36-SG,SDL KA 7.29% 2036,656897,EQ,NSE,False
NSE,729KA37-SG,SDL KA 7.29% 2037,659201,EQ,NSE,False
NSE,729KA39-SG,SDL KA 7.29% 2039,679937,EQ,NSE,False
NSE,729KL49-SG,SDL KL 7.29% 2049,4119553,EQ,NSE,False
NSE,729KL51-SG,SDL KL 7.29% 2051,4263681,EQ,NSE,False
NSE,729ML29-SG,SDL ML 7.29% 2029,5635329,EQ,NSE,False
NSE,729MP30-SG,SDL MP 7.29% 2030,5626881,EQ,NSE,False
NSE,729MP35-SG,SDL MP 7.29% 2035,5619201,EQ,NSE,False
