instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
139310852,544183,ASSOCIATED,ASSOCIATED COATERS ,0.0,,0.0,0.05,500,EQ,BSE,BSE
139311108,544184,BOROSCI,BOROSIL SCIENTIFIC ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139311364,544185,ADTECH,ADTECH SYSTEMS,0.0,,0.0,0.01,1,EQ,BSE,BSE
139311620,544186,TOTEM,FORBES PRECISION TOOLS AND MAC,0.0,,0.0,0.05,1,EQ,BSE,BSE
139311876,544187,KRONOX,KRONOX LAB SCIENCES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139312132,544188,MAGENTA,MAGENTA LIFECARE ,0.0,,0.0,0.01,4000,EQ,BSE,BSE
139312388,544189,SATTRIX,SATTRIX INFORMATION SECURITY L,0.0,,0.0,0.05,1000,EQ,BSE,BSE
139312644,544190,3CIT,3C IT SOLUTIONS AND TELECOMS (,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139312900,544191,PURPLEFIN,PURPLE FINANCE ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139313156,544192,IXIGO,LE TRAVENUES TECHNOLOGY LIMITE,0.0,,0.0,0.05,1,EQ,BSE,BSE
139313412,544193,MID150CASE,ZERODHA NIFTY MIDCAP 150 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
139313668,544194,TOP100CASE,ZERODHA NIFTY LARGECAP 100 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
139313924,544195,COTFAB,UNITED COTFAB ,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139314180,544196,BBNPNBETF,BARODA BNP PARIBAS MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139314436,544197,RETAIL,JHS SVENDGAARD RETAIL VENTURES,0.0,,0.0,0.01,1,EQ,BSE,BSE
139314692,544198,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMI,0.0,,0.0,0.05,1,EQ,BSE,BSE
139314948,544199,GEMENVIRO,GEM ENVIRO MANAGEMENT ,0.0,,0.0,0.01,800,EQ,BSE,BSE
139315204,544200,AFIL,AKME FINTRADE (INDIA) ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139315460,544201,DFPL,DINDIGUL FARM PRODUCT,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139315716,544202,STANLEY,STANLEY LIFESTYLES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139315972,544203,ABDL,ALLIED BLENDERS AND DISTILLERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139316228,544204,VRAJ,VRAJ IRON AND STEEL,0.0,,0.0,0.05,1,EQ,BSE,BSE
139316484,544205,NPL,NATIONAL PEROXIDE ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139316740,544206,SBISILVER,SBI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139316996,544207,RELIABLE,RELIABLE DATA SERVICES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139317252,544208,LIQUIDSHRI,,0.0,,0.0,0.01,1,EQ,BSE,BSE
139317508,544209,BANSALWIRE,BANSAL WIRE INDUSTRIES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139317764,544210,EMCURE,EMCURE PHARMACEUTICALS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139318020,544211,ABGSEC,,0.0,,0.0,0.01,1,EQ,BSE,BSE
139318276,544212,EVINDIA,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139318532,544213,ACLD,AELEA COMMODITIES,0.0,,0.0,0.05,600,EQ,BSE,BSE
139318788,544214,THREEMPAPE,THREE M PAPER BOARDS,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139319044,544215,SBINEQWETF,SBI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139319300,544216,OILIETF,ICICI PRUDENTIAL MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139319556,544217,SANSTAR,SANSTAR,0.0,,0.0,0.01,1,EQ,BSE,BSE
139319812,544218,ABSLPSE,ADITYA BIRLA SUN LIFE MUTUAL F,0.0,,0.0,0.01,1,EQ,BSE,BSE
139320068,544219,VVIPIL,VVIP INFRATECH ,0.0,,0.0,0.05,600,EQ,BSE,BSE
139320324,544220,CTLLAB,CLINITECH LABORATORY ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139320580,544221,KIZI,KIZI APPARELS ,0.0,,0.0,0.01,3000,EQ,BSE,BSE
139320836,544222,AKUMS,AKUMS DRUGS AND PHARMACEUTICAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
139321092,544223,CEIGALL,CEIGALL INDIA ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139321348,544224,AFCOM,AFCOM HOLDINGS ,0.0,,0.0,0.05,240,EQ,BSE,BSE
139321604,544225,OLAELEC,OLA ELECTRIC MOBILITY ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139321860,544226,FIRSTCRY,BRAINBEES SOLUTIONS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139322116,544227,UNIECOM,UNICOMMERCE ESOLUTIONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139322372,544228,GSEC10ABSL,,0.0,,0.0,0.01,1,EQ,BSE,BSE
139322628,544229,METALIETF,ICICI PRUDENTIAL MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139322884,544230,SSDL,SARASWATI SAREE DEPOT,0.0,,0.0,0.01,1,EQ,BSE,BSE
139323140,544231,BROACH,BROACH LIFECARE HOSPITAL LIMIT,0.0,,0.0,0.01,6000,EQ,BSE,BSE
139323396,544232,INTERARCH,INTERARCH BUILDING SOLUTIONS L,0.0,,0.0,0.05,1,EQ,BSE,BSE
139323652,544233,MFML,MAHALAXMI FABRIC MILLS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139323908,544234,GLOBALE,GLOBALE TESSILE ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139324164,544235,ORIENTTECH,ORIENT TECHNOLOGIES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139324420,544236,RAL,RESOURCEFUL AUTOMOBILE ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139324676,544237,RAPID,RAPID MULTIMODAL LOGISTICS LIM,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139324932,544238,PREMIERENE,PREMIER ENERGIES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139325188,544239,ECOSMOBLTY,ECOS (INDIA) MOBILITY & HOSPIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
139325444,544240,RAYMONDLSL,RAYMOND LIFESTYLE ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139325700,544241,MULTICAP,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139325956,544242,TRAVELS,TRAVELS & RENTALS ,0.0,,0.0,0.01,3000,EQ,BSE,BSE
139326212,544243,STYLEBAAZA,BAAZAR STYLE RETAIL ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139326468,544244,GALAPREC,GALA PRECISION ENGINEERING LIM,0.0,,0.0,0.05,1,EQ,BSE,BSE
139326724,544245,NHL,NATUREWINGS HOLIDAYS ,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139326980,544246,RVTH,REVATHI EQUIPMENT INDIA LIMITE,0.0,,0.0,0.05,1,EQ,BSE,BSE
139327236,544247,TOP10ADD,DSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139327492,544248,MCEL,MACH CONFERENCES AND EVENTS LI,0.0,,0.0,0.05,600,EQ,BSE,BSE
139327748,544249,BALAJEE,SHREE TIRUPATI BALAJEE AGRO TR,0.0,,0.0,0.01,1,EQ,BSE,BSE
139328004,544250,SANOFICONR,SANOFI CONSUMER HEALTHCARE IND,0.0,,0.0,0.05,1,EQ,BSE,BSE
139328260,544251,SSL,SHARE SAMADHAN ,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139328516,544252,BAJAJHFL,BAJAJ HOUSING FINANCE ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139328772,544253,KROSS,KROSS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139329028,544254,TOLINS,TOLINS TYRES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139329540,544256,PNGJL,P N GADGIL JEWELLERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139329796,544257,SAFE,SODHANI ACADEMY OF FINTECH ENA,0.0,,0.0,0.05,500,EQ,BSE,BSE
139330052,544258,WCIL,WESTERN CARRIERS (INDIA) LIMIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
139330308,544259,PFL,POPULAR FOUNDATIONS,0.0,,0.0,0.01,3000,EQ,BSE,BSE
139330564,544260,NORTHARC,NORTHERN ARC CAPITAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
139330820,544261,ARKADE,ARKADE DEVELOPERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139331076,544262,MANBA,MANBA FINANCE ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139331332,544263,KRN,KRN HEAT EXCHANGER AND REFRIGE,0.0,,0.0,0.05,1,EQ,BSE,BSE
139331588,544264,DIFFNKG,DIFFUSION ENGINEERS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139331844,544265,NEXXUS,NEXXUS PETRO INDUSTRIES LIMITE,0.0,,0.0,0.05,1200,EQ,BSE,BSE
139332100,544266,BANKPSU,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139332356,544267,SUBAM,SUBAM PAPERS,0.0,,0.0,0.05,800,EQ,BSE,BSE
139332612,544268,METAL,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139332868,544269,NPFL,NEOPOLITAN PIZZA AND FOODS LIM,0.0,,0.0,0.01,6000,EQ,BSE,BSE
139333124,544270,KGVL,KHYATI GLOBAL VENTURES ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139333380,544271,GARUDA,GARUDA CONSTRUCTION AND ENGINE,0.0,,0.0,0.05,1,EQ,BSE,BSE
139333636,544272,SHIVTEXCHEM,SHIV TEXCHEM,0.0,,0.0,0.05,800,EQ,BSE,BSE
139333892,544273,MGEL,MANGALAM GLOBAL ENTERPRISE LIM,0.0,,0.0,0.01,1,EQ,BSE,BSE
139334148,544274,HYUNDAI,HYUNDAI MOTOR INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
139334404,544275,VAL30IETF,ICICI PRUDENTIAL MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139334660,544276,DBEIL,DEEPAK BUILDERS AND ENGINEERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139334916,544277,WAAREEENER,WAAREE ENERGIES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139335172,544278,OCCLLTD,OCCL ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139335428,544279,GODAVARIB,GODAVARI BIOREFINERIES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139335684,544280,AFCONS,AFCONS INFRASTRUCTURE ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139335940,544281,ABINFRA,A B INFRABUILD,0.0,,0.0,0.05,1,EQ,BSE,BSE
139336196,544282,SAGILITY,SAGILITY ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139336452,544283,ACMESOLAR,ACME SOLAR HOLDINGS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139336708,544284,LIQUIDPLUS,,0.0,,0.0,0.01,1,EQ,BSE,BSE
139336964,544285,SWIGGY,SWIGGY,0.0,,0.0,0.05,1,EQ,BSE,BSE
139337220,544286,NIVABUPA,NIVA BUPA HEALTH INSURANCE COM,0.0,,0.0,0.01,1,EQ,BSE,BSE
139337476,544287,MANGALCOMP,MANGAL COMPUSOLUTION ,0.0,,0.0,0.01,3000,EQ,BSE,BSE
139337732,544288,BLACKBUCK,BLACKBUCK ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139337988,544289,NTPCGREEN,NTPC GREEN ENERGY,0.0,,0.0,0.01,1,EQ,BSE,BSE
139338244,544290,EIEL,ENVIRO INFRA ENGINEERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139338500,544291,RAJESH,RAJESH POWER SERVICES,0.0,,0.0,0.05,200,EQ,BSE,BSE
139338756,544292,ONESOURCE,ONESOURCE SPECIALTY PHARMA LIM,0.0,,0.0,0.05,1,EQ,BSE,BSE
139339012,544293,SURAKSHA,SURAKSHA DIAGNOSTIC,0.0,,0.0,0.05,1,EQ,BSE,BSE
139339268,544294,ROSSTECH,ROSSELL TECHSYS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139339524,544295,PSPLATINA,PROPERTY SHARE INVESTMENT TRUS,0.0,,0.0,0.01,1,EQ,BSE,BSE
139339780,544296,NISUS,NISUS FINANCE SERVICES CO LIMI,0.0,,0.0,0.05,400,EQ,BSE,BSE
139341060,544301,ODIGMA,ODIGMA CONSULTANCY SOLUTIONS L,0.0,,0.0,0.01,1,EQ,BSE,BSE
139341316,544302,INNOVANA,INNOVANA THINKLABS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139341572,544303,TTC,TOSS THE COIN,0.0,,0.0,0.05,300,EQ,BSE,BSE
139341828,544304,JUNGLECAMP,JUNGLE CAMPS INDIA,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139342084,544305,MOBIKWIK,ONE MOBIKWIK SYSTEMS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139342340,544306,SAILIFE,SAI LIFE SCIENCES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139342596,544307,VMM,VISHAL MEGA MART ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139342852,544308,HILLTONE,HILLTONE SOFTWARE AND GASES LT,0.0,,0.0,0.01,1,EQ,BSE,BSE
139343108,544309,IKS,INVENTURUS KNOWLEDGE SOLUTIONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139343364,544310,YASHHV,YASH HIGHVOLTAGE ,0.0,,0.0,0.05,1000,EQ,BSE,BSE
139343620,544311,IGIL,INTERNATIONAL GEMMOLOGICAL INS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139343876,544312,HAMPS,HAMPS BIO,0.0,,0.0,0.01,4000,EQ,BSE,BSE
139344132,544313,NACDAC,NACDAC INFRASTRUCTURE ,0.0,,0.0,0.01,4000,EQ,BSE,BSE
139344388,544314,SANATHAN,SANATHAN TEXTILES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139344644,544315,CEWATER,CONCORD ENVIRO SYSTEMS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139344900,544316,DAMCAPITAL,DAM CAPITAL ADVISORS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139345156,544317,TRANSRAILL,TRANSRAIL LIGHTING ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139345412,544318,MAMATA,MAMATA MACHINERY,0.0,,0.0,0.05,1,EQ,BSE,BSE
139345668,544319,SENORES,SENORES PHARMACEUTICALS LIMITE,0.0,,0.0,0.05,1,EQ,BSE,BSE
139345924,544320,CARRARO,CARRARO INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
139346180,544321,VENTIVE,VENTIVE HOSPITALITY ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139346436,544322,UNIMECH,UNIMECH AEROSPACE AND MANUFACT,0.0,,0.0,0.05,1,EQ,BSE,BSE
139346692,544323,CONSUMER,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139346948,544324,CITICHEM,CITICHEM INDIA ,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139347204,544325,ITCHOTELS,ITC HOTELS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139347460,544326,ECAPINSURE,EDELWEISS MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139347716,544327,TECHNICHEM,TECHNICHEM ORGANICS,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139347972,544328,INDOFARM,INDO FARM EQUIPMENT,0.0,,0.0,0.05,1,EQ,BSE,BSE
139348228,544329,VANDU,LEO DRYFRUITS & SPICES TRADING,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139348484,544330,PARMESHWAR,PARMESHWAR METAL,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139348740,544331,DAVIN,DAVIN SONS RETAIL ,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139348996,544332,FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM,0.0,,0.0,0.05,400,EQ,BSE,BSE
139349252,544333,SGLTL,STANDARD GLASS LINING TECHNOLO,0.0,,0.0,0.05,1,EQ,BSE,BSE
139349508,544334,INDOBELL,INDOBELL INSULATIONS ,0.0,,0.0,0.05,750,EQ,BSE,BSE
139349764,544335,BRGIL,B.R.GOYAL INFRASTRUCTURE LIMIT,0.0,,0.0,0.05,1000,EQ,BSE,BSE
139350020,544336,QUADFUTURE,QUADRANT FUTURE TEK ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139350276,544337,AVAX,AVAX APPARELS AND ORNAMENTS LI,0.0,,0.0,0.05,1000,EQ,BSE,BSE
139350532,544338,CAPINVIT,CAPITAL INFRA TRUST,0.0,,0.0,0.01,1,EQ,BSE,BSE
139350788,544339,LAXMIDENTL,LAXMI DENTAL ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139351044,544340,RIKHAV,RIKHAV SECURITIES ,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139351300,544341,LGLL,LANDMARK GLOBAL LEARNING LIMIT,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139351556,544342,STALLION,STALLION INDIA FLUOROCHEMICALS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139351812,544343,CNINFOTECH,CAPITALNUMBERS INFOTECH  LIMIT,0.0,,0.0,0.05,400,EQ,BSE,BSE
139352068,544344,SHRIPISTON,SHRIRAM PISTONS & RINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139352324,544345,DENTA,DENTA WATER AND INFRA SOLUTION,0.0,,0.0,0.05,1,EQ,BSE,BSE
139352580,544346,RRECL,RDB REAL ESTATE CONSTRUCTIONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139352836,544347,CLN,CLN ENERGY,0.0,,0.0,0.05,600,EQ,BSE,BSE
139353092,544348,GBLOGISTIC,GB LOGISTICS COMMERCE ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139353348,544349,HMEML,H.M. ELECTRO MECH,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139353604,544350,AGARWALEYE,DR. AGARWAL'S HEALTH CARE LIMI,0.0,,0.0,0.05,1,EQ,BSE,BSE
139353860,544351,MALPANI,MALPANI PIPES AND FITTINGS LIM,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139354116,544352,NEXT30ADD,DSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139354372,544353,AMWILL,AMWILL HEALTH CARE ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139354628,544354,SOLARIUM,SOLARIUM GREEN ENERGY,0.0,,0.0,0.05,600,EQ,BSE,BSE
139354884,544355,JUBLCPL,JUBILANT AGRI AND CONSUMER PRO,0.0,,0.0,0.05,1,EQ,BSE,BSE
139355140,544356,AJAXENGG,AJAX ENGINEERING ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139356420,544361,COVANCE,COVANCE SOFTSOL,0.0,,0.0,0.01,1,EQ,BSE,BSE
139356676,544362,HEXT,HEXAWARE TECHNOLOGIES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139356932,544363,UNIONGOLD,UNION MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139357188,544364,BAJAJINDEF,INDEF MANUFACTURING ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139357444,544365,SHANMUGA,SHANMUGA HOSPITAL,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139357700,544366,LKMEHTA,L.K.MEHTA POLYMERS,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139357956,544367,QPOWER,QUALITY POWER ELECTRICAL EQUIP,0.0,,0.0,0.05,1,EQ,BSE,BSE
139358212,544368,SWASTH,SWASTH FOODTECH INDIA ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139358468,544369,BEEZAASAN,BEEZAASAN EXPLOTECH ,0.0,,0.0,0.05,800,EQ,BSE,BSE
139358724,544370,NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMIT,0.0,,0.0,0.05,600,EQ,BSE,BSE
139358980,544371,VIKRAMAR,VIKRAM AROMA,0.0,,0.0,0.01,1,EQ,BSE,BSE
139359236,544372,SHREENATH,SHREENATH PAPER PRODUCTS LIMIT,0.0,,0.0,0.01,3000,EQ,BSE,BSE
139359492,544373,NAPSGLOBAL,NAPS GLOBAL INDIA ,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139359748,544374,ROADSTAR,ROADSTAR INFRA INVESTMENT TRUS,0.0,,0.0,0.01,25000,EQ,BSE,BSE
139360004,544375,GOLD360,360 ONE MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139360260,544376,SELECTIPO,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139360516,544377,EQUAL200,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139360772,544378,PSPL,PDP SHIPPING & PROJECTS LIMITE,0.0,,0.0,0.01,1000,EQ,BSE,BSE
139361028,544379,PRABHA,PRABHA ENERGY ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139361284,544380,CASHIETF,,0.0,,0.0,0.01,1,EQ,BSE,BSE
139361540,544381,SUPERIRON,SUPER IRON FOUNDRY ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139361796,544382,AXISVALUE,AXIS MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139362052,544383,PPARIVAH,PARADEEP PARIVAHAN,0.0,,0.0,0.05,1200,EQ,BSE,BSE
139362308,544384,SILVERCASE,ZERODHA MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139362564,544385,SBIBPB,SBI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139362820,544386,SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139363076,544387,DESCO,DESCO INFRATECH ,0.0,,0.0,0.05,1000,EQ,BSE,BSE
139363332,544388,IDENTIXWEB,IDENTIXWEB ,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139363588,544389,SILVER360,360 ONE MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139363844,544390,ENRIN,SIEMENS ENERGY INDIA ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139364100,544391,RETAGGIO,RETAGGIO INDUSTRIES ,0.0,,0.0,0.01,6000,EQ,BSE,BSE
139364356,544392,SPINAROO,SPINAROO COMMERCIAL,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139364612,544393,INFONATIVE,INFONATIVE SOLUTIONS,0.0,,0.0,0.01,1600,EQ,BSE,BSE
139364868,544394,EVIETF,ICICI PRUDENTIAL MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139365124,544395,STLNETWORK,STL NETWORKS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139365380,544396,NPST,NETWORK PEOPLE SERVICES TECHNO,0.0,,0.0,0.05,1,EQ,BSE,BSE
139365636,544397,ATHERENERG,ATHER ENERGY ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139365892,544398,KENRIK,KENRIK INDUSTRIES ,0.0,,0.0,0.01,6000,EQ,BSE,BSE
139366148,544399,SRIGEE,SRIGEE DLM,0.0,,0.0,0.05,1200,EQ,BSE,BSE
139366404,544400,MANOJJEWEL,MANOJ JEWELLERS ,0.0,,0.0,0.01,2000,EQ,BSE,BSE
139366660,544401,EQUAL50,MIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139366916,544402,JASH,JASH ENGINEERING,0.0,,0.0,0.05,1,EQ,BSE,BSE
139367172,544403,ABLBL,ADITYA BIRLA LIFESTYLE BRANDS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139367428,544404,BORANA,BORANA WEAVES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139367684,544405,BELRISE,BELRISE INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139367940,544406,UNIFIED,UNIFIED DATA TECH SOLUTIONS LI,0.0,,0.0,0.05,400,EQ,BSE,BSE
139368196,544407,AEGISVOPAK,AEGIS VOPAK TERMINALS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139368452,544408,THELEELA,SCHLOSS BANGALORE ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139368708,544409,ASTONEALAB,ASTONEA LABS,0.0,,0.0,0.05,1000,EQ,BSE,BSE
139368964,544410,PROSTARM,PROSTARM INFO SYSTEMS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139369220,544411,SCODATUBES,SCODA TUBES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139369476,544412,3BFILMS,3B FILMS,0.0,,0.0,0.01,3000,EQ,BSE,BSE
139369732,544413,DIGITIDE,DIGITIDE SOLUTIONS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139369988,544414,BLUSPRING,BLUSPRING ENTERPRISES ,0.0,,0.0,0.01,1,EQ,BSE,BSE
139370244,544415,SNXT30BEES,NIPPON INDIA MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139370500,544416,KRISHIVAL,KRISHIVAL FOODS,0.0,,0.0,0.05,1,EQ,BSE,BSE
139370756,544417,ATENPAPERS,ATEN PAPERS & FOAM ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139371012,544418,OSWALPUMPS,OSWAL PUMPS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139371268,544419,ARISINFRA,ARISINFRA SOLUTIONS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139371524,544420,RAYMONDREL,RAYMOND REALTY ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139371780,544421,ELLEN,ELLENBARRIE INDUSTRIAL GASES L,0.0,,0.0,0.05,1,EQ,BSE,BSE
139372036,544422,ABRFL,ABRAM FOOD ,0.0,,0.0,0.05,1200,EQ,BSE,BSE
139372292,544423,KALPATARU,KALPATARU ,0.0,,0.0,0.05,1,EQ,BSE,BSE
139372548,544424,GLOBECIVIL,GLOBE CIVIL PROJECTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
139372804,544425,AJCJEWEL,AJC JEWEL MANUFACTURERS LIMITE,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139373060,544426,ICON,ICON FACILITATORS ,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139373316,544427,TOP15IETF,ICICI PRUDENTIAL MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
139373572,544428,SEVL,SUPERTECH EV,0.0,,0.0,0.01,1200,EQ,BSE,BSE
139373828,544429,HDBFS,HDB FINANCIAL SERVICES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139374084,544430,SAMBHV,SAMBHV STEEL TUBES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139374340,544431,ACEALPHA,ACE ALPHA TECH ,0.0,,0.0,0.05,2000,EQ,BSE,BSE
139374596,544432,IGCL,INDOGULF CROPSCIENCES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
