Symbol,Name,Sector,Industry,ISIN,IPO_Date,Market_Cap_Cr,EBITDA_Cr,Revenue_TTM_Cr,Gross_Profit_TTM_Cr,PE_Ratio,PEG_Ratio,Book_Value,EPS,Revenue_Per_Share,Dividend_Share,Dividend_Yield_%,Profit_Margin_%,Operating_Margin_%,ROE_%,ROA_%,BS_Years,BS_Quarters,IS_Years,CF_Years
INDIASHLTR,INDIA SHELTER FINANCE CORPORATION LIMITED,Financial Services,Mortgage Finance,INE922K01024,None,9713.11,0.0,862.82,860.88,24.17,0.0,251.05,37.09,0.0,0.0,0.0,47.96,63.46,15.09,5.58,9,29,9,9
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,INE646L01027,None,218963.95,10974.77,81728.5,27289.7,32.72,0.0,242.43,173.11,0.0,0.0,0.0,8.2,13.7,127.74,6.97,15,41,15,15
INDIGOPNTS,Indigo Paints Limited,Basic Materials,Specialty Chemicals,INE09VQ01012,None,5142.62,234.31,1338.57,613.86,35.66,0.0,216.26,29.62,0.0,0.0,0.0,10.57,9.55,14.71,8.16,9,31,9,9
INDIGRID-IV,India Grid Trust,Utilities,Electrical Utilities & IPPs,INE219X23014,None,13049.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,762.21,0.0,12,35,12,12
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts,INE092B01025,None,2442.89,101.06,882.98,282.8,27.94,0.0,314.27,38.65,0.0,0.0,0.0,9.89,8.25,12.33,5.15,20,41,20,20
INDOAMIN,Indo Amines Limited,Basic Materials,Chemicals,INE760F01028,None,1012.31,104.42,1101.33,358.58,15.48,0.0,44.94,9.01,0.0,0.0,0.0,5.94,9.12,19.23,7.44,18,47,18,18
INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,INE803D01021,None,812.52,41.38,179.07,90.95,20.06,0.0,104.48,12.05,0.0,0.0,0.0,21.61,21.2,13.52,8.09,20,43,20,20
INDOCO,Indoco Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE873D01016,None,2681.9,80.55,1671.32,1179.66,0.0,0.0,113.36,-12.13,0.0,0.0,0.0,-6.71,-2.78,-7.32,-0.4,22,41,22,22
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Textile Manufacturing,INE156A01012,None,1554.89,244.32,4620.34,976.5,21.24,0.0,14.1,2.8,0.0,0.0,0.0,1.59,6.55,0.38,2.75,21,46,21,22
INDOSTAR,IndoStar Capital Finance Limited,Financial Services,Credit Services,INE896L01010,None,3438.21,0.0,74.64,74.64,5.99,0.0,267.19,40.79,0.0,0.0,0.0,859.02,141.9,1.53,0.43,13,45,13,13
INDOTECH,Indo Tech Transformers Limited,Industrials,Electrical Equipment & Parts,INE332H01014,None,1994.38,91.91,693.83,188.78,25.85,0.0,264.36,72.62,0.0,0.0,0.0,11.12,13.96,25.66,10.99,20,54,20,20
INDOTHAI,Indo Thai Securities Limited,Financial Services,Capital Markets,INE337M01013,None,3872.7,2.28,29.7,25.2,326.25,0.0,15.33,1.0,0.0,0.0,0.0,38.64,71.51,6.16,4.52,19,55,19,19
INDOWIND,Indowind Energy Limited,Utilities,Utilities - Renewable,INE227G01018,None,208.27,13.14,39.39,23.8,115.21,0.0,21.63,0.14,0.0,0.0,0.0,4.17,24.17,0.37,1.01,22,55,22,22
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,Medical Care Facilities,INE681B01017,None,5260.38,253.17,1373.56,501.38,31.33,0.0,65.04,18.31,0.0,0.0,0.0,12.21,17.25,29.97,15.87,20,53,20,20
INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE915B01019,None,825.26,-17.57,567.43,297.41,2.87,0.0,173.94,35.21,0.0,0.0,0.0,40.55,-2.01,42.88,3.94,20,44,20,20
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,Apparel Manufacturing,INE611L01021,None,184.88,9.85,341.02,136.36,0.0,0.0,40.44,-7.25,0.0,0.0,0.0,-9.85,-4.1,-22.47,-3.21,16,56,15,15
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,INE095A01012,None,58352.79,0.0,17823.45,17823.45,57.88,0.0,832.41,12.94,0.0,0.0,0.0,5.66,16.03,4.02,0.48,21,55,21,21
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,INE121J01017,None,93635.48,18163.8,30797.4,16870.0,9.66,0.0,130.08,36.76,0.0,0.0,0.0,31.63,33.33,30.81,14.44,18,55,18,18
INFIBEAM,Infibeam Avenues Limited,Technology,Software - Infrastructure,INE483S01020,None,5843.15,313.95,4527.73,408.32,25.55,0.0,15.22,0.71,0.0,0.0,0.0,4.79,4.17,6.47,2.75,15,43,15,15
INFOBEAN,InfoBeans Technologies Limited,Technology,Software - Application,INE344S01016,None,1260.47,71.24,409.67,132.11,23.77,0.0,136.33,21.88,0.0,0.0,0.0,13.07,15.06,12.09,7.07,13,37,13,13
INFOMEDIA,Infomedia Press Limited,Financial Services,Shell Companies,INE669A01022,None,39.63,0.0,0.02,0.02,0.0,0.0,-11.54,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,21,54,21,21
INFY,Infosys Limited,Technology,Information Technology Services,INE009A01021,1999-03-10,611846.72,448.75,1950.4,581.9,21.37,4.11,2.67,68.26,0.0,0.51,0.03,16.43,20.89,30.37,14.86,27,105,27,27
INGERRAND,Ingersoll Rand (India) Limited,Industrials,Specialty Industrial Machinery,INE177A01018,None,12950.63,359.93,1337.53,584.26,48.98,0.0,193.03,83.75,0.0,0.0,0.0,19.79,22.34,44.98,24.53,21,56,21,21
INNOVACAP,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE0DUT01020,None,4757.68,190.71,1300.95,456.56,36.59,0.0,167.66,22.72,0.0,0.0,0.0,9.98,11.68,14.33,6.98,8,15,8,8
INOXGREEN,Inox Green Energy Services Limited,Utilities,Utilities - Renewable,INE510W01014,None,8349.27,43.39,240.89,83.07,361.1,0.0,60.15,0.63,0.0,0.0,0.0,15.81,-8.83,1.16,-0.03,9,15,9,9
INOXINDIA,INOX India Limited,Industrials,Specialty Industrial Machinery,INE616N01034,None,10849.59,288.0,1349.21,763.57,45.91,0.0,96.26,25.7,0.0,0.0,0.0,17.38,20.19,29.69,11.31,7,13,7,7
INOXWIND,Inox Wind Limited,Industrials,Specialty Industrial Machinery,INE066P01011,None,24091.63,819.04,3743.83,1402.39,42.89,0.0,31.06,3.25,0.0,0.0,0.0,14.53,16.34,11.16,4.61,16,49,16,16
INSECTICID,Insecticides (India) Limited,Basic Materials,Agricultural Inputs,INE070I01018,None,2125.31,230.91,2034.74,642.98,14.14,0.0,372.74,51.65,0.0,0.0,0.0,7.41,11.18,13.55,6.65,21,47,21,21
INSPIRISYS,Inspirisys Solutions Limited,Technology,Information Technology Services,INE020G01017,None,384.2,32.4,368.6,65.32,12.58,0.0,14.77,7.56,0.0,0.0,0.0,9.6,8.57,60.19,6.57,20,50,20,20
INTELLECT,Intellect Design Arena Limited,Technology,Software - Application,INE306R01017,None,13576.98,408.15,2595.35,1013.18,39.24,0.0,202.0,25.03,0.0,0.0,0.0,13.59,13.57,12.7,6.42,11,45,11,11
INTENTECH,Intense Technologies Limited,Technology,Software - Infrastructure,INE781A01025,None,299.07,16.45,140.96,52.88,25.15,0.0,60.59,5.09,0.0,0.0,0.0,8.57,25.81,12.09,6.41,21,45,21,21
INTERARCH,Interarch Building Products Limited,Industrials,Engineering & Construction,INE00M901018,None,3274.54,141.14,1531.18,604.82,27.6,0.0,451.64,70.74,0.0,0.0,0.0,7.57,7.48,18.03,8.33,6,9,6,6
INTLCONV,International Conveyors Limited,Industrials,Specialty Industrial Machinery,INE575C01027,None,702.94,21.23,146.92,68.53,6.14,0.0,57.2,17.66,0.0,0.0,0.0,76.17,14.19,28.9,2.6,20,41,20,20
INVENTURE,Inventure Growth & Securities Limited,Financial Services,Capital Markets,INE878H01024,None,155.4,13.6,48.75,32.89,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.95,50.25,0.84,0.59,19,50,19,19
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,INE565A01014,None,76256.1,0.0,13174.51,13174.51,19.51,0.0,17.15,2.03,0.0,0.0,0.0,29.8,44.75,13.04,1.01,21,55,21,21
IOC,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,INE242A01010,None,213542.73,41727.15,756601.53,97750.3,12.61,0.0,135.41,12.26,0.0,0.0,0.0,2.23,4.73,7.27,2.74,24,51,24,24
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE485C01011,None,2980.13,211.06,2128.52,699.39,28.34,0.0,57.5,3.58,0.0,0.0,0.0,4.93,7.68,6.13,3.52,21,53,21,21
IONEXCHANG,ION Exchange (India) Limited,Industrials,Pollution & Treatment Controls,INE570A01022,None,4967.05,294.69,2752.73,1022.59,22.39,0.0,98.26,17.86,0.0,0.0,0.0,7.69,8.62,21.06,6.71,20,42,20,20
IPCALAB,IPCA Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE571A01038,None,34498.7,1698.45,9157.44,6027.92,44.29,0.0,273.88,30.7,0.0,0.0,0.0,8.5,13.7,9.74,7.09,21,38,21,21
IPL,India Pesticides Limited,Basic Materials,Agricultural Inputs,INE0D6701023,None,2394.92,135.6,883.43,389.73,24.18,0.0,78.01,8.48,0.0,0.0,0.0,11.05,14.55,9.53,5.91,9,25,9,9
IRB,IRB Infrastructure Developers Limited,Industrials,Infrastructure Operations,INE821I01022,None,25055.81,2913.76,7074.97,3794.41,3.83,0.0,32.32,10.84,0.0,0.27,0.64,92.48,24.1,38.61,2.55,21,55,21,21
IRCON,Ircon International Limited,Industrials,Engineering & Construction,INE962Y01021,None,17173.82,789.96,10258.73,1138.34,25.72,0.0,67.21,7.1,0.0,0.0,0.0,6.51,9.11,11.87,2.46,13,32,13,13
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Industrials,Railroads,INE335Y01020,None,56836.0,1548.45,4716.86,1789.96,42.54,0.0,45.79,16.7,0.0,0.0,0.0,28.36,33.23,38.15,14.53,13,29,13,13
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Credit Services,None,None,42071.05,0.0,2144.96,2137.67,0.0,0.0,44.15,-135.76,0.0,0.0,0.0,72.8,78.28,14.9,2.39,13,36,13,12
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,INE053F01010,None,166074.58,0.0,6833.64,6833.64,24.87,0.0,41.65,5.11,0.0,1.6,1.28,97.62,97.65,12.68,1.39,13,48,13,13
IRIS,Iris Business Services Limited,Technology,Software - Application,INE864K01010,None,668.25,15.36,128.18,62.29,64.11,0.0,37.31,5.07,0.0,0.0,0.0,8.1,-2.41,22.61,10.38,13,37,13,13
IRISDOREME,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing,INE01GN01025,None,603.52,28.35,152.24,70.24,42.75,0.0,5.05,0.8,0.0,0.0,0.0,8.75,11.19,17.33,9.36,12,29,12,12
IRMENERGY,IRM ENERGY LTD,Utilities,Utilities - Regulated Gas,INE07U701015,None,1476.96,91.74,1012.63,243.25,35.43,0.0,231.67,9.85,0.0,0.0,0.0,3.99,5.73,4.8,2.99,7,17,7,7
ISFT,Intrasoft Technologies Limited,Consumer Cyclical,Internet Retail,INE566K01011,None,163.28,17.64,512.94,178.78,12.5,0.0,140.85,8.01,0.0,0.0,0.0,2.55,3.6,5.77,3.1,20,53,20,20
ISGEC,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery,INE858B01029,None,6453.32,566.87,6224.66,2024.2,21.18,0.0,372.47,41.44,0.0,0.0,0.0,3.79,7.03,13.03,3.76,20,34,20,20
ITC,ITC Limited,Consumer Defensive,Tobacco,INE154A01025,None,500834.66,26299.74,79040.32,43407.86,25.07,0.0,55.96,15.95,0.0,0.0,0.0,44.15,29.74,27.58,16.81,24,47,24,24
ITCHOTELS,ITCHOTELS,Consumer Cyclical,Resorts & Casinos,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging,INE353K01014,None,5525.49,86.41,576.72,273.61,69.82,0.0,42.41,9.22,0.0,0.0,0.0,13.81,8.28,22.27,5.44,18,35,18,18
ITDCEM,ITD Cementation India Limited,Industrials,Engineering & Construction,INE686A01026,None,14195.69,878.76,9257.82,3290.89,34.69,0.0,106.72,23.82,0.0,0.0,0.0,4.43,7.54,22.38,6.85,20,54,20,19
ITI,ITI Limited,Technology,Communication Equipment,INE248A01017,None,31220.8,-51.25,3594.45,218.39,0.0,0.0,16.9,-1.94,0.0,0.0,0.0,-5.21,-4.39,-12.61,-0.81,21,55,21,21
IVC,IL&FS Investment Managers Limited,Financial Services,Financial Conglomerates,INE050B01023,None,252.8,14.29,44.18,33.07,19.17,0.0,6.53,0.42,0.0,0.28,3.47,29.76,45.97,6.36,3.59,21,54,21,20
IVP,IVP Limited,Basic Materials,Specialty Chemicals,INE043C01018,None,173.43,23.42,538.92,101.43,19.13,0.0,134.93,8.78,0.0,0.0,0.0,1.68,1.99,8.41,3.79,20,56,20,20
IXIGO,Le Travenues Technology Ltd,Consumer Cyclical,Travel Services,INE0HV901016,None,11642.01,108.0,1064.86,886.94,180.12,0.0,16.3,1.65,0.0,0.0,0.0,6.05,7.11,11.14,7.2,4,3,4,4
IZMO,IZMO Limited,Technology,Software - Application,INE848A01014,None,1635.45,40.06,233.54,111.5,32.53,0.0,241.37,33.69,0.0,0.0,0.0,20.92,9.68,14.69,3.41,22,67,22,21
J&KBANK,The Jammu & Kashmir Bank Limited,Financial Services,Banks - Regional,INE168A01041,None,11463.31,0.0,7070.32,7070.32,5.34,0.0,132.0,19.51,0.0,0.0,0.0,30.38,38.67,15.77,1.29,21,40,21,21
JAGRAN,Jagran Prakashan Limited,Communication Services,Publishing,INE199G01027,None,1573.65,174.64,1904.07,1013.05,10.01,0.0,88.72,7.22,0.0,0.0,0.0,8.25,9.6,4.51,1.17,21,51,21,21
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE048B01035,None,1437.87,55.67,282.89,181.83,23.84,0.0,35.72,9.04,0.0,0.0,0.0,21.5,15.69,25.91,10.84,20,56,20,20
JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,Steel,INE091G01018,None,9025.82,671.71,5989.66,2044.56,0.0,0.0,23.36,-5.08,0.0,0.0,0.0,7.01,7.1,30.75,13.34,20,40,19,20
JAICORPLTD,Jai Corp Limited,Basic Materials,Specialty Chemicals,INE070D01027,None,2532.82,185.36,666.26,297.33,16.08,0.0,79.19,8.95,0.0,0.0,0.0,23.58,46.43,4.56,3.44,22,37,22,22
JAIPURKURT,Nandani Creation Limited,Consumer Cyclical,Apparel Manufacturing,INE696V01013,None,63.61,5.71,79.93,68.58,15.29,0.0,30.28,2.41,0.0,0.0,0.0,4.11,6.06,14.39,8.36,13,30,13,13
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,Auto Parts,INE039C01032,None,3932.79,302.48,2286.33,857.27,21.68,0.0,25.07,4.49,0.0,0.0,0.0,7.86,11.01,19.02,11.06,20,53,20,20
JASH,Jash Engineering Limited,Industrials,Specialty Industrial Machinery,INE039O01029,None,2948.98,120.8,748.25,408.12,35.89,0.0,68.55,13.05,0.0,0.0,0.0,10.97,-6.6,22.04,10.22,13,34,13,13
JAYAGROGN,Jayant Agro Organics Limited,Basic Materials,Specialty Chemicals,INE785A01026,None,708.5,109.83,2484.01,375.98,12.56,0.0,192.29,18.51,0.0,0.0,0.0,2.23,3.72,9.08,6.72,20,55,20,20
JAYBARMARU,Jay Bharat Maruti Limited,Consumer Cyclical,Auto Parts,INE571B01036,None,1104.21,193.75,2313.59,539.33,21.64,0.0,51.97,4.69,0.0,0.0,0.0,2.2,8.0,5.98,3.12,21,55,21,21
JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,Steel,INE854B01010,None,7226.62,1087.49,6211.52,3690.41,30.3,0.0,24.46,2.45,0.0,0.0,0.0,3.82,14.55,4.86,6.89,20,40,20,20
JAYSREETEA,Jayshree Tea & Industries Limited,Consumer Defensive,Farm Products,INE364A01020,None,282.45,34.37,888.42,382.73,3.64,0.0,145.13,26.88,0.0,0.0,0.0,14.24,-3.18,22.01,1.01,20,42,20,20
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE572A01036,None,25985.53,1045.36,4007.53,2645.72,38.41,0.0,220.54,43.13,0.0,0.0,0.0,17.1,23.6,20.75,13.0,21,42,21,20
JBMA,JBM Auto Limited,Consumer Cyclical,Auto Parts,INE927D01051,None,15827.29,677.76,5581.71,1808.51,77.16,0.0,57.21,8.67,0.0,0.0,0.0,3.68,7.62,16.65,5.86,25,71,25,23
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE782A01015,None,4710.28,108.48,2613.13,800.19,125.08,0.0,235.73,13.85,0.0,0.0,0.0,1.45,2.44,9.61,2.7,21,57,21,21
JETFREIGHT,Jet Freight Logistics Limited,Industrials,Integrated Freight & Logistics,INE982V01025,None,60.6,13.86,416.2,21.27,13.6,0.0,13.32,0.96,0.0,0.0,0.0,1.07,2.11,6.01,4.28,14,33,14,14
JGCHEM,J.G.CHEMICALS LIMITED,Basic Materials,Other Industrial Metals & Mining,INE0MB501011,None,1669.33,83.74,863.43,163.61,25.82,0.0,118.6,16.5,0.0,0.0,0.0,7.48,8.5,15.17,10.66,6,13,6,6
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,Household & Personal Products,INE544H01014,None,95.88,-0.13,94.52,33.92,0.0,0.0,20.85,-2.17,0.0,0.0,0.0,-19.11,3.21,-11.53,-2.85,20,53,20,20
JINDALPHOT,Jindal Photo Limited,Financial Services,Asset Management,INE796G01012,None,1182.42,1.99,2.38,2.37,5.09,0.0,943.91,225.11,0.0,0.0,0.0,9710.45,81.48,13.99,0.08,20,43,20,20
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,Packaging & Containers,INE197D01010,None,2454.22,285.91,5185.26,1015.27,0.0,0.0,940.47,-6.05,0.0,0.0,0.0,-0.41,-0.57,2.84,0.27,20,45,20,20
JINDALSAW,Jindal Saw Limited,Basic Materials,Steel,INE324A01024,None,12934.06,3236.38,19974.49,8586.45,7.5,0.0,179.25,26.95,0.0,0.0,0.0,8.62,12.65,14.35,8.44,22,38,22,22
JINDALSTEL,Jindal Steel & Power Limited,Basic Materials,Steel,INE749A01030,None,105177.74,8303.33,48441.61,26147.54,35.34,0.0,462.56,29.25,0.0,0.0,0.0,6.12,18.58,6.18,4.14,21,56,21,21
JINDRILL,Jindal Drilling And Industries Limited,Energy,Oil & Gas Equipment & Services,INE742C01031,None,1692.57,291.95,911.06,418.25,7.06,0.0,548.03,82.21,0.0,0.0,0.0,26.14,27.81,14.64,3.77,20,52,20,20
JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,Textile Manufacturing,INE247D01039,None,3515.1,196.54,2340.54,557.65,46.69,0.0,7.89,0.75,0.0,0.0,0.0,3.22,7.02,10.05,5.76,20,43,20,19
JIOFIN,JIO Financial Services Ltd,Financial Services,Asset Management,INE758E01017,None,193612.0,0.0,2084.12,2084.12,118.58,0.0,194.39,2.57,0.0,0.0,0.0,77.95,69.46,1.23,1.16,12,9,12,12
JISLDVREQS,Jain Irrigation Systems Limited,Industrials,Conglomerates,IN9175A01010,None,3788.75,741.03,5847.13,2474.26,67.31,0.0,81.32,0.49,0.0,0.0,0.0,0.58,8.67,0.45,2.56,21,53,21,21
JISLJALEQS,Jain Irrigation Systems Limited,Industrials,Conglomerates,INE175A01038,None,3767.85,741.03,5847.13,2474.26,105.78,0.0,81.32,0.49,0.0,0.0,0.0,0.58,8.67,0.45,2.56,21,53,21,21
JITFINFRA,JITF Infralogistics Limited,Industrials,Engineering & Construction,INE863T01013,None,891.4,425.23,2349.99,777.62,0.0,0.0,-198.6,-46.67,0.0,0.0,0.0,1.35,19.23,0.0,4.78,12,30,12,12
JKCEMENT,JK Cement Limited,Basic Materials,Building Materials,INE823G01014,None,49992.55,2213.71,12386.11,7879.87,49.96,0.0,788.03,129.5,0.0,0.0,0.0,8.02,17.5,15.33,5.69,21,40,21,21
JKIL,J.Kumar Infraprojects Limited,Industrials,Engineering & Construction,INE576I01022,None,4878.53,859.83,5895.88,1383.6,11.96,0.0,397.62,53.9,0.0,0.0,0.0,6.92,11.61,13.85,7.92,21,56,21,20
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,Building Materials,INE786A01032,None,10580.83,965.18,6369.67,3754.32,28.56,0.0,295.04,29.84,0.0,0.0,0.0,6.16,13.44,8.61,4.38,21,44,21,21
JKPAPER,JK Paper Limited,Basic Materials,Paper & Paper Products,INE789E01012,None,6991.8,893.56,6678.58,2064.56,19.88,0.0,320.04,20.45,0.0,0.0,0.0,5.26,10.94,7.58,3.95,22,34,22,22
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts,INE573A01042,None,10651.16,1463.72,14922.78,5358.15,23.74,0.0,177.01,16.37,0.0,0.0,0.0,3.01,7.46,10.62,5.01,21,53,21,21
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Medical Care Facilities,INE682M01012,None,9910.3,298.77,1320.59,825.07,51.5,0.0,206.85,29.35,0.0,0.0,0.0,14.6,16.37,15.33,9.46,6,13,6,6
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Auto Parts,INE412C01023,None,199.52,28.7,565.83,76.57,7.62,0.0,108.89,11.47,0.0,0.0,0.0,4.63,3.71,10.89,5.17,13,48,13,13
JMFINANCIL,JM Financial Limited,Financial Services,Capital Markets,INE780C01023,None,16688.84,0.0,3124.72,2764.47,15.14,0.0,101.77,11.53,0.0,0.0,0.0,35.35,55.13,7.27,2.85,21,55,21,20
JNKINDIA,JNK India Ltd,Industrials,Specialty Industrial Machinery,INE0OAF01028,None,1713.59,41.09,487.82,112.06,70.56,0.0,90.3,4.34,0.0,0.0,0.0,5.12,1.83,8.63,3.82,4,2,4,4
JOCIL,Jocil Limited,Basic Materials,Specialty Chemicals,INE839G01010,None,136.88,5.75,897.78,154.06,114.75,0.0,231.5,1.34,0.0,0.0,0.0,0.13,0.94,0.49,-0.08,18,57,18,18
JPASSOCIAT,Jaiprakash Associates Limited,Industrials,Conglomerates,INE455F01025,None,874.3,52.3,4926.1,1207.43,0.0,0.0,-21.66,-5.8,0.0,0.0,0.0,-29.99,-9.72,-1238.73,-0.69,22,39,22,22
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,Asset Management,INE147P01019,None,943.18,31.49,31.88,31.88,3.12,0.0,1450.25,287.94,0.0,0.0,0.0,949.41,99.04,14.17,0.91,13,39,13,13
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers,INE351F01018,None,12267.69,1699.08,5290.65,2042.55,22.38,0.0,12.37,0.8,0.0,0.0,0.0,14.05,30.57,6.85,5.06,22,43,22,22
JSFB,Jana Small Finance Bank,Financial Services,Banks - Regional,INE953L01027,None,5074.82,0.0,2478.08,2478.08,11.6,0.0,392.23,41.2,0.0,0.0,0.0,17.46,15.33,13.03,1.41,12,40,12,12
JSL,Jindal Stainless Limited,Basic Materials,Steel,INE220G01021,None,62439.0,4776.04,40089.59,8316.82,24.29,0.0,202.74,31.2,0.0,0.0,0.0,6.41,10.36,16.08,6.93,21,41,21,21
JSWCEMENT,JSW Cement Ltd,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,3
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,INE121E01018,None,92822.91,6233.01,14009.3,8366.1,42.75,0.0,156.78,12.44,0.0,0.0,0.0,15.51,39.86,7.92,3.04,20,53,20,20
JSWHL,JSW Holdings Limited,Industrials,Conglomerates,INE824G01012,None,17688.0,234.04,250.93,250.93,99.62,0.0,28212.68,159.99,0.0,0.0,0.0,70.56,87.6,0.69,0.45,21,51,21,21
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,INE880J01026,None,63997.26,2329.05,4697.82,2576.12,40.16,0.0,46.77,7.63,0.0,0.0,0.0,33.96,35.76,16.25,7.03,12,33,12,12
JSWSTEEL,JSW Steel Limited,Basic Materials,Steel,INE019A01038,None,282215.34,25033.5,169028.0,69924.0,58.34,0.0,325.74,19.83,0.0,0.0,0.0,2.87,11.68,4.33,3.62,21,56,21,21
JTEKTINDIA,Jtekt India Limited,Consumer Cyclical,Auto Parts,INE643A01035,None,4468.86,171.29,2412.44,632.44,58.52,0.0,34.6,2.74,0.0,0.0,0.0,2.95,1.74,8.85,4.67,20,49,20,20
JTLIND,JTL Industries Ltd,Basic Materials,Steel,INE391J01032,None,2758.81,104.72,1944.5,224.34,37.57,0.0,30.99,1.84,0.0,0.0,0.0,4.34,3.48,9.92,6.51,18,55,18,17
JUBLCPL,Jubilant Agri and Consumer Products Limited,Basic Materials,Specialty Chemicals,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,2
JUBLFOOD,Jubilant Foodworks Limited,Consumer Cyclical,Restaurants,INE797F01020,None,40881.24,1198.27,8469.52,4448.46,155.78,0.0,31.98,3.93,0.0,0.0,0.0,2.91,9.63,10.49,5.86,21,43,21,21
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals,INE0BY001018,None,10452.02,556.66,4191.22,1647.51,37.73,0.0,185.39,17.52,0.0,0.0,0.0,6.62,9.76,8.87,4.63,6,20,6,6
JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE700A01033,None,17303.1,1229.0,7403.5,5030.0,37.63,0.0,395.41,28.99,0.0,0.0,0.0,6.22,10.08,14.35,4.14,22,55,22,22
JUNIPER,Juniper Hotels Ltd,Consumer Cyclical,Lodging,INE696F01016,None,6316.13,358.58,965.32,711.51,89.66,0.0,122.56,3.09,0.0,0.0,0.0,7.11,23.06,2.65,3.28,5,13,5,5
JUSTDIAL,Just Dial Limited,Communication Services,Internet Content & Information,INE599M01018,None,7004.65,305.17,1159.22,445.87,11.61,0.0,541.67,70.87,0.0,0.0,0.0,51.99,25.09,13.54,3.47,18,45,18,18
JWL,Jupiter Wagons Limited,Industrials,Railroads,INE209L01016,None,14481.75,503.39,3542.76,923.81,44.83,0.0,65.08,7.61,0.0,1.0,0.29,9.12,9.49,17.29,9.44,20,53,20,20
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products,INE668F01031,None,11442.4,464.41,2857.01,1407.97,31.32,0.0,55.81,9.95,0.0,0.0,0.0,12.79,14.57,19.19,10.89,22,49,22,22
JYOTICNC,Jyoti CNC Automation Limited,Industrials,Specialty Industrial Machinery,INE980O01024,None,21046.87,495.43,1866.03,985.84,62.66,0.0,74.12,14.77,0.0,0.0,0.0,18.03,21.45,20.72,11.43,12,12,12,12
JYOTISTRUC,Jyoti Structures Limited,Industrials,Specialty Industrial Machinery,INE197A01024,None,1775.85,37.73,565.69,162.35,34.65,0.0,6.36,0.43,0.0,0.0,0.0,7.36,2.57,13.25,0.68,21,75,21,21
